# graph: 2359 edges, 297 vertices
# 2core: 2344 depth: 1 edges, 297 vertices
IT:        0/10000 | DEC:     0/30 | ERR:        1e+20/1e-05 | ON:   285 | S:    25 | ON2:   285 | BAD:   200 | COST:           25 | EN:       -282.5   
IT:      709/10000 | DEC:     0/30 | ERR:      85.2522/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    11 | COST:          129 | EN:       -272.1   
IT:      710/10000 | DEC:     0/30 | ERR:      85.7736/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    11 | COST:          129 | EN:       -272.1   
IT:      711/10000 | DEC:     0/30 | ERR:      86.1209/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    13 | COST:          127 | EN:       -272.3   
IT:      712/10000 | DEC:     0/30 | ERR:      86.5543/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     9 | COST:          129 | EN:       -272.1   
IT:      713/10000 | DEC:     0/30 | ERR:      87.0661/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    11 | COST:          129 | EN:       -272.1   
IT:      714/10000 | DEC:     0/30 | ERR:      87.3804/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      715/10000 | DEC:     0/30 | ERR:      87.7182/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    10 | COST:          127 | EN:       -272.3   
IT:      716/10000 | DEC:     0/30 | ERR:      88.4682/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      717/10000 | DEC:     0/30 | ERR:      89.1162/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      718/10000 | DEC:     0/30 | ERR:      89.9546/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      719/10000 | DEC:     0/30 | ERR:      90.8256/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      720/10000 | DEC:     0/30 | ERR:      91.5749/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    10 | COST:          126 | EN:       -272.4   
IT:      721/10000 | DEC:     0/30 | ERR:      92.0707/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      722/10000 | DEC:     0/30 | ERR:      92.5234/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    10 | COST:          129 | EN:       -272.1   
IT:      723/10000 | DEC:     0/30 | ERR:      93.1765/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     8 | COST:          129 | EN:       -272.1   
IT:      724/10000 | DEC:     0/30 | ERR:      93.5824/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:     9 | COST:          127 | EN:       -272.3   
IT:      725/10000 | DEC:     0/30 | ERR:      94.1105/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    12 | COST:          126 | EN:       -272.4   
IT:      726/10000 | DEC:     0/30 | ERR:      94.8349/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    13 | COST:          127 | EN:       -272.3   
IT:      727/10000 | DEC:     0/30 | ERR:      95.6078/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     9 | COST:          129 | EN:       -272.1   
IT:      728/10000 | DEC:     0/30 | ERR:      96.3261/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     3 | COST:          132 | EN:       -271.8   
IT:      729/10000 | DEC:     0/30 | ERR:      97.0197/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      730/10000 | DEC:     0/30 | ERR:      97.6719/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      731/10000 | DEC:     0/30 | ERR:      98.2811/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      732/10000 | DEC:     0/30 | ERR:      98.7581/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      733/10000 | DEC:     0/30 | ERR:      99.4108/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      734/10000 | DEC:     0/30 | ERR:      100.053/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      735/10000 | DEC:     0/30 | ERR:      100.978/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      736/10000 | DEC:     0/30 | ERR:      101.896/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    15 | COST:          124 | EN:       -272.6   
IT:      737/10000 | DEC:     0/30 | ERR:      102.838/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      738/10000 | DEC:     0/30 | ERR:      103.249/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     3 | COST:          132 | EN:       -271.8   
IT:      739/10000 | DEC:     0/30 | ERR:      103.797/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      740/10000 | DEC:     0/30 | ERR:       104.63/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    10 | COST:          125 | EN:       -272.5   
IT:      741/10000 | DEC:     0/30 | ERR:      105.541/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:     8 | COST:          127 | EN:       -272.3   
IT:      742/10000 | DEC:     0/30 | ERR:      106.352/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      743/10000 | DEC:     0/30 | ERR:       107.19/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      744/10000 | DEC:     0/30 | ERR:      107.948/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     8 | COST:          129 | EN:       -272.1   
IT:      745/10000 | DEC:     0/30 | ERR:      108.638/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      746/10000 | DEC:     0/30 | ERR:      109.326/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    11 | COST:          127 | EN:       -272.3   
IT:      747/10000 | DEC:     0/30 | ERR:      110.207/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      748/10000 | DEC:     0/30 | ERR:      111.046/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      749/10000 | DEC:     0/30 | ERR:      111.904/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      750/10000 | DEC:     0/30 | ERR:       112.87/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      751/10000 | DEC:     0/30 | ERR:      113.752/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      752/10000 | DEC:     0/30 | ERR:      114.393/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      753/10000 | DEC:     0/30 | ERR:      115.211/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      754/10000 | DEC:     0/30 | ERR:      116.154/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      755/10000 | DEC:     0/30 | ERR:      117.135/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      756/10000 | DEC:     0/30 | ERR:      118.308/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      757/10000 | DEC:     0/30 | ERR:      119.432/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    11 | COST:          127 | EN:       -272.3   
IT:      758/10000 | DEC:     0/30 | ERR:      120.583/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    11 | COST:          126 | EN:       -272.4   
IT:      759/10000 | DEC:     0/30 | ERR:      121.243/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      760/10000 | DEC:     0/30 | ERR:       122.32/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      761/10000 | DEC:     0/30 | ERR:      123.301/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      762/10000 | DEC:     0/30 | ERR:      124.623/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    12 | COST:          126 | EN:       -272.4   
IT:      763/10000 | DEC:     0/30 | ERR:      125.265/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      764/10000 | DEC:     0/30 | ERR:      126.021/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     4 | COST:          133 | EN:       -271.7   
IT:      765/10000 | DEC:     0/30 | ERR:      127.131/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     4 | COST:          132 | EN:       -271.8   
IT:      766/10000 | DEC:     0/30 | ERR:      128.081/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      767/10000 | DEC:     0/30 | ERR:      129.011/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    11 | COST:          127 | EN:       -272.3   
IT:      768/10000 | DEC:     0/30 | ERR:      130.223/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      769/10000 | DEC:     0/30 | ERR:      131.344/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    10 | COST:          129 | EN:       -272.1   
IT:      770/10000 | DEC:     0/30 | ERR:      132.467/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      771/10000 | DEC:     0/30 | ERR:      133.516/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:     8 | COST:          127 | EN:       -272.3   
IT:      772/10000 | DEC:     0/30 | ERR:      134.762/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      773/10000 | DEC:     0/30 | ERR:      135.937/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     7 | COST:          131 | EN:       -271.9   
IT:      774/10000 | DEC:     0/30 | ERR:      137.048/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     8 | COST:          130 | EN:         -272   
IT:      775/10000 | DEC:     0/30 | ERR:      138.243/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      776/10000 | DEC:     0/30 | ERR:      139.363/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      777/10000 | DEC:     0/30 | ERR:      140.462/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     6 | COST:          131 | EN:       -271.9   
IT:      778/10000 | DEC:     0/30 | ERR:      141.507/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    10 | COST:          127 | EN:       -272.3   
IT:      779/10000 | DEC:     0/30 | ERR:      142.501/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      780/10000 | DEC:     0/30 | ERR:      143.353/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      781/10000 | DEC:     0/30 | ERR:       144.29/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      782/10000 | DEC:     0/30 | ERR:      145.529/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      783/10000 | DEC:     0/30 | ERR:      146.731/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      784/10000 | DEC:     0/30 | ERR:      148.233/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      785/10000 | DEC:     0/30 | ERR:       149.78/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    10 | COST:          129 | EN:       -272.1   
IT:      786/10000 | DEC:     0/30 | ERR:      151.217/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    10 | COST:          128 | EN:       -272.2   
IT:      787/10000 | DEC:     0/30 | ERR:      152.955/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     8 | COST:          128 | EN:       -272.2   
IT:      788/10000 | DEC:     0/30 | ERR:      154.684/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:     9 | COST:          127 | EN:       -272.3   
IT:      789/10000 | DEC:     0/30 | ERR:      156.352/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      790/10000 | DEC:     0/30 | ERR:      158.116/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      791/10000 | DEC:     0/30 | ERR:      159.725/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    10 | COST:          127 | EN:       -272.3   
IT:      792/10000 | DEC:     0/30 | ERR:      161.462/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      793/10000 | DEC:     0/30 | ERR:        163.2/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      794/10000 | DEC:     0/30 | ERR:      164.941/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      795/10000 | DEC:     0/30 | ERR:      166.681/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      796/10000 | DEC:     0/30 | ERR:      168.169/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      797/10000 | DEC:     0/30 | ERR:      169.592/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     8 | COST:          129 | EN:       -272.1   
IT:      798/10000 | DEC:     0/30 | ERR:      170.703/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      799/10000 | DEC:     0/30 | ERR:      171.889/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      800/10000 | DEC:     0/30 | ERR:      173.371/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      801/10000 | DEC:     0/30 | ERR:      175.072/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      802/10000 | DEC:     0/30 | ERR:      176.718/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      803/10000 | DEC:     0/30 | ERR:       178.47/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:     9 | COST:          127 | EN:       -272.3   
IT:      804/10000 | DEC:     0/30 | ERR:      180.375/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      805/10000 | DEC:     0/30 | ERR:      182.019/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     8 | COST:          129 | EN:       -272.1   
IT:      806/10000 | DEC:     0/30 | ERR:      183.699/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      807/10000 | DEC:     0/30 | ERR:      185.564/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      808/10000 | DEC:     0/30 | ERR:      187.373/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      809/10000 | DEC:     0/30 | ERR:      189.117/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    14 | COST:          125 | EN:       -272.5   
IT:      810/10000 | DEC:     0/30 | ERR:      191.037/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      811/10000 | DEC:     0/30 | ERR:      192.781/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      812/10000 | DEC:     0/30 | ERR:      194.737/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      813/10000 | DEC:     0/30 | ERR:      196.664/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      814/10000 | DEC:     0/30 | ERR:      198.589/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      815/10000 | DEC:     0/30 | ERR:      200.731/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      816/10000 | DEC:     0/30 | ERR:      202.747/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      817/10000 | DEC:     0/30 | ERR:      204.737/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    12 | COST:          128 | EN:       -272.2   
IT:      818/10000 | DEC:     0/30 | ERR:       206.52/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      819/10000 | DEC:     0/30 | ERR:      208.374/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      820/10000 | DEC:     0/30 | ERR:      210.311/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      821/10000 | DEC:     0/30 | ERR:      212.399/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      822/10000 | DEC:     0/30 | ERR:      214.743/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    11 | COST:          130 | EN:         -272   
IT:      823/10000 | DEC:     0/30 | ERR:      217.219/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      824/10000 | DEC:     0/30 | ERR:      219.479/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      825/10000 | DEC:     0/30 | ERR:      221.748/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      826/10000 | DEC:     0/30 | ERR:      223.925/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      827/10000 | DEC:     0/30 | ERR:      226.178/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     5 | COST:          131 | EN:       -271.9   
IT:      828/10000 | DEC:     0/30 | ERR:      228.557/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      829/10000 | DEC:     0/30 | ERR:      231.036/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      830/10000 | DEC:     0/30 | ERR:      233.412/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      831/10000 | DEC:     0/30 | ERR:      235.953/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      832/10000 | DEC:     0/30 | ERR:      238.726/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      833/10000 | DEC:     0/30 | ERR:      241.606/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     4 | COST:          131 | EN:       -271.9   
IT:      834/10000 | DEC:     0/30 | ERR:      244.528/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      835/10000 | DEC:     0/30 | ERR:        247.7/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      836/10000 | DEC:     0/30 | ERR:      250.791/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      837/10000 | DEC:     0/30 | ERR:      253.141/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      838/10000 | DEC:     0/30 | ERR:       255.41/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      839/10000 | DEC:     0/30 | ERR:      257.774/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      840/10000 | DEC:     0/30 | ERR:      260.529/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      841/10000 | DEC:     0/30 | ERR:      263.378/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      842/10000 | DEC:     0/30 | ERR:      266.712/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    10 | COST:          128 | EN:       -272.2   
IT:      843/10000 | DEC:     0/30 | ERR:      270.124/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    14 | COST:          124 | EN:       -272.6   
IT:      844/10000 | DEC:     0/30 | ERR:       273.56/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    12 | COST:          127 | EN:       -272.3   
IT:      845/10000 | DEC:     0/30 | ERR:      276.775/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      846/10000 | DEC:     0/30 | ERR:      279.879/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      847/10000 | DEC:     0/30 | ERR:      282.954/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      848/10000 | DEC:     0/30 | ERR:      286.211/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      849/10000 | DEC:     0/30 | ERR:      289.912/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      850/10000 | DEC:     0/30 | ERR:      293.524/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     9 | COST:          128 | EN:       -272.2   
IT:      851/10000 | DEC:     0/30 | ERR:      297.214/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      852/10000 | DEC:     0/30 | ERR:      300.795/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      853/10000 | DEC:     0/30 | ERR:       304.25/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      854/10000 | DEC:     0/30 | ERR:       307.74/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:      855/10000 | DEC:     0/30 | ERR:      311.451/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     3 | COST:          132 | EN:       -271.8   
IT:      856/10000 | DEC:     0/30 | ERR:      315.396/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      857/10000 | DEC:     0/30 | ERR:      319.206/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      858/10000 | DEC:     0/30 | ERR:      323.484/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      859/10000 | DEC:     0/30 | ERR:       327.89/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      860/10000 | DEC:     0/30 | ERR:      332.382/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      861/10000 | DEC:     0/30 | ERR:      336.658/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      862/10000 | DEC:     0/30 | ERR:      340.999/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:      863/10000 | DEC:     0/30 | ERR:      345.503/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      864/10000 | DEC:     0/30 | ERR:      350.409/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    11 | COST:          128 | EN:       -272.2   
IT:      865/10000 | DEC:     0/30 | ERR:      355.455/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    10 | COST:          127 | EN:       -272.3   
IT:      866/10000 | DEC:     0/30 | ERR:      360.449/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      867/10000 | DEC:     0/30 | ERR:      365.284/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      868/10000 | DEC:     0/30 | ERR:      369.904/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     5 | COST:          130 | EN:         -272   
IT:      869/10000 | DEC:     0/30 | ERR:      374.615/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      870/10000 | DEC:     0/30 | ERR:      379.421/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      871/10000 | DEC:     0/30 | ERR:      384.798/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:      872/10000 | DEC:     0/30 | ERR:      390.404/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     7 | COST:          128 | EN:       -272.2   
IT:      873/10000 | DEC:     0/30 | ERR:      395.773/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:     6 | COST:          128 | EN:       -272.2   
IT:      874/10000 | DEC:     0/30 | ERR:      401.043/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      875/10000 | DEC:     0/30 | ERR:      406.816/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     6 | COST:          129 | EN:       -272.1   
IT:      876/10000 | DEC:     0/30 | ERR:      412.842/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     6 | COST:          130 | EN:         -272   
IT:      877/10000 | DEC:     0/30 | ERR:      418.712/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      878/10000 | DEC:     0/30 | ERR:      424.758/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     5 | COST:          129 | EN:       -272.1   
IT:      879/10000 | DEC:     0/30 | ERR:      430.307/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:      880/10000 | DEC:     0/30 | ERR:      436.003/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
